id,课程名,封面地址,课程时长,课程价格,课程简介,讲师,地址 
330,侧栏工具条开发,https://www.imooc.com/learn/425, 2小时26分,免费,简介：本课程将使用sass和requirejs来开发一个侧栏工具条。思考工具条的原理，并用三种方式实现。在开发的过程中，您将学会sass的使用方法，用它更好的书写css；了解requirejs的基本知识，写出模块化的代码，方便以后的复用；掌握如何用CSS3完成简单的动画效果，让网页不再单调。,Alex Wang,https://www.imooc.com/video/8232
331,Android-节日短信送祝福(UI篇),https://www.imooc.com/learn/510, 1小时11分,免费,简介：本课程将带领大家实现一个节日短信的应用，课程中包含了TabLayout、FloatingActionButton等design库控件的使用以及如何如何发送短信，监听短信的发送状态等。最后在短信列表部分展示了如何使用LoaderManager及其相关的机制优雅的异步加载数据。,hyman,https://www.imooc.com/video/9846
332,Linux C语言结构体,https://www.imooc.com/learn/409, 1小时30分,免费,简介：本课程深入的讲解了C语言中，预处理是怎么回事，结构体和公用体又是如何使用及他们之间的区别，动态数据结构体是什么以及位运算的秘密。希望通过本课程的学习，能帮助小伙伴们进一步的理解C语言。,雷过就跑,https://www.imooc.com/video/8194
333,Android-节日短信送祝福（功能篇）,https://www.imooc.com/learn/517, 1小时26分,免费,简介：本课程将带领大家实现一个节日短信的应用，课程中包含了TabLayout、FloatingActionButton等design库控件的使用以及如何如何发送短信，监听短信的发送状态等。最后在短信列表部分展示了如何使用LoaderManager及其相关的机制优雅的异步加载数据。,hyman,https://www.imooc.com/video/9993
334,HTML5小游戏---爱心鱼（上）,https://www.imooc.com/learn/515, 2小时34分,免费,简介：这款html5“爱心鱼”游戏适合刚入手游戏开发的同学，或是想学习html5API的同学。本课程将带领你学习主要的html5API，通过一个清新美好的小游戏，帮助你熟悉游戏开发流程。课程分两部分，第一部分完成游戏核心，第二部分完善游戏内容。,Daisy,https://www.imooc.com/video/9904
335,HTML5小游戏---爱心鱼（下）,https://www.imooc.com/learn/516, 3小时27分,免费,简介：html5游戏适合刚入手游戏开发的同学，或是想学习html5API的同学。本课程将带领你学习主要的html5API，通过一个清新美好的小游戏，熟悉游戏开发流程。课程分两部分，第一部分完成游戏核心，第二部分完善游戏内容。,Daisy,https://www.imooc.com/video/9920
336,Cocos2d-x游戏开发入门－贪吃蛇(下),https://www.imooc.com/learn/508, 1小时37分,免费,简介：本课程将在贪吃蛇游戏的基础上加入一些新的元素，从而符合当下游戏的特性。至于是什么新元素，学了你就知道,徐波老师,https://www.imooc.com/video/9825
337,电商大数据应用之用户画像,https://www.imooc.com/learn/460, 2小时49分,免费,简介：大数据时代已经到来，企业迫切希望从已经积累的数据中分析出有价值的东西，而用户行为的分析尤为重要。本课分享从大型电商公司的真实用户画像中提练出的精华内容，旨在培养学员了解用户画像的内容，掌握构建用户画像的方法。,邱盛昌,https://www.imooc.com/video/9967
338,近距离探索memcache缓存,https://www.imooc.com/learn/527, 1小时 2分,免费,简介：memcache是PHP中使用比较广泛的缓存系统，也是提升系统性能必不可少的组件。本课程带你从零开始接触memcache从安装到配置到使用到提高。,李虎头,https://www.imooc.com/video/10196
339,Android面试解密-Layout_weight,https://www.imooc.com/learn/525,12分,免费,简介：本课程为Android面试系列第一课，短小精悍，切入要害。由Android大神为你详细解答面试最常见的问题，还等什么？快来学吧！,hyman,https://www.imooc.com/video/10164
340,MongoDB复制集—认识复制集,https://www.imooc.com/learn/490,43分,免费,简介：数据的冗余是必要的，MongoDB的复制集在轻松实现冗余的同时，也给我们带来了维护上的便利，让我们一起来发觉MongoDB复制集的强大吧。,SeanZ,https://www.imooc.com/video/10148
341,数据结构探险—队列篇,https://www.imooc.com/learn/519, 1小时15分,免费,简介：本课程将和大家一起领略数据结构的精巧设计并详细的演示队列结构的实现，课程以原理为基础，同时以C++编码做为效果实现。使大家可以由表及里，由浅入深的进入数据结构的美妙世界。,james_yuan,https://www.imooc.com/video/10305
342,Spring MVC拦截器,https://www.imooc.com/learn/498,41分,免费,简介：拦截器是SpringMVC中一个十分重要且应用广泛的内容。本课程通过乱码问题的解决引入SpringMVC拦截器的使用，介绍了拦截器的工作原理、实现方法和使用场景，最后介绍了拦截器与过滤器的区别。,ReasonLee,https://www.imooc.com/video/9752
343,Shell典型应用之主控脚本实现,https://www.imooc.com/learn/522,48分,免费,简介：《shell典型应用》系列主要使用shell脚本来实现企业中的常见应用，包括主控脚本实现、Linux系统信息及运行状态获取、ngnix和mysql应用状态分析、应用日志分析四个部分。本门课程主要介绍主控脚本实现，以及案例的一些准备工作。,Jeson,https://www.imooc.com/video/10098
344,Unity3D-万圣前夜之惊声尖笑,https://www.imooc.com/learn/529,51分,免费,简介：夜空中出现点点光晕，仿佛将有大事发生。没错，今夜便是万圣前夜。看好你的宝贝，谁也不知道接下来会有什么惊喜等着你。,徐波老师,https://www.imooc.com/video/10237
345,CSS深入理解之vertical-align,https://www.imooc.com/learn/542, 1小时49分,免费,简介：本课程将带领大家深入的理解CSS中的属性vertical-align所支持的各类属性值们，会简单介绍下vertical-align所存在的兼容性问题，也会分享一些开发中的实际应用经验以及一些最佳的实践效果,张鑫旭,https://www.imooc.com/video/10396
346,Zbrush生物角色高级雕刻,https://www.imooc.com/learn/535, 6小时35分,免费,简介：完整展示一个逼真3D怪兽的制作方法和流程，掌握ZBrush对于复杂生物雕刻的思路和创作技法，以及如何使用ZBrush绘制逼真纹理，并配合keyshot渲染器来输出最终效果！,巧课力CGmomo,https://www.imooc.com/video/10322
347,Premiere魔术——图片变电影,https://www.imooc.com/learn/310,24分,免费,简介：本课程通过用各种图片素材来制作视频动画“大圣归来”。不仅告诉你图片运动的创意和想法还有短频配乐的选取方式，同时教你使用时下最流行的后期剪辑软件Premiere。对于刚初步踏入剪辑殿堂的你，这是专门为你量身定制的私人“新手剪辑”课程。,凌晨,https://www.imooc.com/video/10220
348,Android摄像头基础,https://www.imooc.com/learn/543, 1小时23分,免费,简介：本课程为Android摄像头的课程讲解。由浅入深，带领小伙伴们探索Camera的奥秘，带大家学会摄像头的摄像原理和底层的实现。,eclipse_xu,https://www.imooc.com/video/10415
349,走进大数据之storm流式计算基础,https://www.imooc.com/learn/461, 1小时11分,免费,简介：ApacheStorm的起源、原理、基础用法、集群搭建讲解。,acmol,https://www.imooc.com/video/10054
350,Shell典型应用之系统信息及运行状态获取,https://www.imooc.com/learn/538,49分,免费,简介：本门课程是《shell典型应用》系列的第二门课程，主要分为两个部分，一是介绍如何提取内核版本、系统版本和网络地址等操作系统信息。二是介绍如何分析系统的运行状态，包括CPU负载、内存及磁盘使用率等。,Jeson,https://www.imooc.com/video/10490
351,MongoDB复制集—快速搭建复制集,https://www.imooc.com/learn/528, 2小时 8分,免费,简介：基础理论固然重要，在程序员的世界，实战才是王道。为了让大家对复制集有个更直观的认识，必须亲自动手，快速搭建一套属于自己的复制集。,SeanZ,https://www.imooc.com/video/10448
352,python正则表达式,https://www.imooc.com/learn/550, 1小时29分,免费,简介：正则表达式可以提高复杂文本分析的效率，本课程介绍了Python正则表达式基本概念、为什么使用正则表达式、正则语法、re模块及相关方法使用，如何使用正则表达式处理文件，让您对python正则全面了解。,Meshare_h...,https://www.imooc.com/video/10505
353,Java 分页原理与实践（上）,https://www.imooc.com/learn/180, 2小时 9分,免费,简介：分页功能是系统和应用最基本的组成部分。本课程通过总结常见的分页样式以及分析对比分页原理以及实现方式，通过代码实例，让你轻松学会分页功能的开发。通过学习本课程，你也能轻松的实现facebook，QQ空间，京东商城等分页的效果。,Lenjey Gao,https://www.imooc.com/video/4553
354,Cocos2d-x基础教程二-会动的时钟,https://www.imooc.com/learn/551, 2小时 8分,免费,简介：是否在玩游戏的时候听到过很多名词？比如精灵，场景，粒子，渲染，骨骼动画等等。是否对这些名词既熟悉又陌生？那么你的救星来了!本节课程是对基础元素的讲解，旨在入门Cocos2d-x引擎,雷过就跑,https://www.imooc.com/video/10525
355,Golang之IO操作初接触,https://www.imooc.com/learn/492, 1小时14分,免费,简介：本次课程，将从搭建Golang开发环境开始，一步步向大家介绍Golang系统库的基础输入输出的功能及相关特性，并且，将结合行数统计及图片读取的案例，带领小伙伴们在实战中扎扎实实的学习Golang开发~~,徐波老师,https://www.imooc.com/video/9668
356,Unity3D-菜鸟先飞之NGUI基础,https://www.imooc.com/learn/555,51分,免费,简介：本次课程将带领着大家学习NGUI的基础控件以及相应控件所应用的场景。,Smart_Coder,https://www.imooc.com/video/10581
357,PHP第三方登录—OAuth2.0协议,https://www.imooc.com/learn/557,35分,免费,简介：本课程主要介绍第三方登录相关协议—OAuth2.0协议。主要介绍了OAuth的使用场景和实现原理，并结合实际讲解了OAuth2.0协议使用的注意事项，非常有实用价值。,壞大叔bbUncle,https://www.imooc.com/video/10605
358,JSP常用标签,https://www.imooc.com/learn/451, 1小时42分,免费,简介：想要快速高效的开发JSP页面少不了JSTL的帮助，那么，学好JSTL核心标签就就显得尤为重要了，这是一项必备的基本技能。在本次课程中，女神@JessicaJiang将继续带领小伙伴们学习，JSTL核心标签的使用、EL表达式与JSTL的配合使用以及JSTL函数的使用。小伙伴们快点get起来~！,JessicaJiang,https://www.imooc.com/video/9224
